,Unnamed: 0.1,Unnamed: 0,TotW,TotVar,A.phsA,Phv.neut.ang,modbus_speed,scada_q2c_sync_activated,q2c_in_sync,gen1_p_negative,gen2_p_negative,status
3766,3766,3766,1462.9615478515625,-585.3101806640625,2.124999761581421,-94.0,-7487.0,1,1,0,0,FDIA
3767,3767,3767,1507.376953125,-569.736328125,2.174999713897705,-94.0,-7487.0,1,1,0,0,FDIA
3768,3768,3768,1582.92822265625,-610.8802490234375,2.2749998569488525,-94.0,-7487.0,1,1,0,0,FDIA
3769,3769,3769,1619.6171875,-596.86376953125,2.299999713897705,-94.0,-7487.0,1,1,0,0,FDIA
3770,3770,3770,1622.3095703125,-572.8511352539062,2.299999713897705,-94.0,-7487.0,1,1,0,0,FDIA
3771,3771,3771,1478.185302734375,-544.7578735351562,2.0999999046325684,-94.0,-7487.0,1,1,0,0,FDIA
3772,3772,3772,1506.531982421875,-560.7662963867188,2.174999713897705,-94.0,-7487.0,1,1,0,0,FDIA
3773,3773,3773,1564.67431640625,-575.3743286132812,2.249999761581421,-94.0,-7487.0,1,1,0,0,FDIA
3774,3774,3774,1658.9261474609375,-616.0956420898438,2.3499999046325684,-94.0,-7487.0,1,1,0,0,FDIA
3775,3775,3775,1597.18603515625,-592.1915893554688,2.2749998569488525,-94.0,-7487.0,1,1,0,0,FDIA
3776,3776,3776,1475.5172119140625,-536.053466796875,2.0999999046325684,-94.0,-7487.0,1,1,0,0,FDIA
3777,3777,3777,1589.78564453125,-611.6649780273438,2.2749998569488525,-94.0,-7488.0,1,1,0,0,FDIA
3778,3778,3778,1629.6859130859375,-639.6857299804688,2.374999761581421,-94.0,-7488.0,1,1,1,0,FDIA
3779,3779,3779,1487.1070556640625,-574.8189086914062,2.1499998569488525,-94.0,-7488.0,1,1,1,0,FDIA
3780,3780,3780,1511.9888916015625,-592.650390625,2.1499998569488525,-94.0,-7488.0,1,1,0,0,FDIA
3781,3781,3781,1571.217529296875,-626.5989379882812,2.249999761581421,-94.0,-7488.0,1,1,0,0,FDIA
3782,3782,3782,1607.291015625,-631.4038696289062,2.3249998092651367,-94.0,-7488.0,1,1,0,0,FDIA
3783,3783,3783,1510.334716796875,-565.3056030273438,2.174999713897705,-94.0,-7488.0,1,1,0,0,FDIA
3784,3784,3784,1532.1380615234375,-580.4328002929688,2.2249996662139893,-94.0,-7488.0,1,1,0,0,FDIA
3785,3785,3785,1661.956298828125,-643.5972900390625,2.374999761581421,-94.0,-7488.0,1,1,0,0,FDIA
3786,3786,3786,1605.697509765625,-584.2357177734375,2.2749998569488525,-94.0,-7488.0,1,1,0,0,FDIA
3787,3787,3787,1479.670166015625,-538.4800415039062,2.124999761581421,-94.0,-7488.0,1,1,0,0,FDIA
3788,3788,3788,1492.6483154296875,-542.9710693359375,2.124999761581421,-94.0,-7488.0,1,1,0,0,FDIA
3789,3789,3789,1587.745361328125,-584.332275390625,2.299999713897705,-94.0,-7488.0,1,1,0,0,FDIA
3790,3790,3790,1662.3668212890625,-593.2540283203125,2.374999761581421,-94.0,-7488.0,1,1,0,0,FDIA
3791,3791,3791,0.0,0.0,0.0,-142.062255859375,0.0,0,0,0,0,Normal
3792,3792,3792,0.0,0.0,0.0,-143.3301239013672,-7488.0,0,0,0,0,Normal
3793,3793,3793,0.0,0.0,0.0,-147.16921997070312,-7488.0,0,0,0,0,Normal
3794,3794,3794,0.0,0.0,0.0,-147.78219604492188,-7488.0,0,0,0,0,Normal
3795,3795,3795,0.0,0.0,0.0,-151.46441650390625,-7488.0,0,0,0,0,Normal
3796,3796,3796,0.0,0.0,0.0,-153.20657348632812,-7488.0,0,0,0,0,Normal
3797,3797,3797,0.0,0.0,0.0,143.4553985595703,-7487.0,1,0,0,0,Normal
3798,3798,3798,0.0,0.0,0.0,138.65878295898438,-7487.0,1,0,0,0,Normal
3799,3799,3799,0.0,0.0,0.0,135.64866638183594,-7487.0,1,0,0,0,Normal
3800,3800,3800,0.0,0.0,0.0,130.49362182617188,-7487.0,1,0,0,0,Normal
3801,3801,3801,0.0,0.0,0.0,129.2471160888672,-7487.0,1,0,0,0,Normal
3802,3802,3802,0.0,0.0,0.0,129.4491424560547,-7487.0,1,0,0,0,Normal
3803,3803,3803,0.0,0.0,0.0,127.0881118774414,-7487.0,1,0,0,0,Normal
3804,3804,3804,0.0,0.0,0.0,123.42789459228516,-7487.0,1,0,0,0,Normal
3805,3805,3805,0.0,0.0,0.0,120.377197265625,-7487.0,1,0,0,0,Normal
3806,3806,3806,0.0,0.0,0.0,119.3854751586914,-7487.0,1,0,0,0,Normal
3807,3807,3807,0.0,0.0,0.0,116.46172332763672,-7487.0,1,0,0,0,Normal
3808,3808,3808,0.0,0.0,0.0,114.37144470214844,-7487.0,1,0,0,0,Normal
3809,3809,3809,0.0,0.0,0.0,111.39138793945312,-7487.0,1,0,0,0,Normal
3810,3810,3810,0.0,0.0,0.0,105.66877746582033,-7487.0,1,0,0,0,Normal
3811,3811,3811,0.0,0.0,0.0,102.58763122558594,-7487.0,1,0,0,0,Normal
3812,3812,3812,0.0,0.0,0.0,98.99229431152344,-7487.0,1,0,0,0,Normal
3813,3813,3813,0.0,0.0,0.0,93.40565490722656,-7487.0,1,0,0,0,Normal
3814,3814,3814,0.0,0.0,0.0,86.76560974121094,-7487.0,1,0,0,0,Normal
3815,3815,3815,0.0,0.0,0.0,82.26557922363281,-7487.0,1,0,0,0,Normal
3816,3816,3816,0.0,0.0,0.0,78.39364624023438,-7487.0,1,0,0,0,Normal
3817,3817,3817,0.0,0.0,0.0,75.55799865722656,-7487.0,1,0,0,0,Normal
3818,3818,3818,0.0,0.0,0.0,69.07421112060547,-7487.0,1,0,0,0,Normal
3819,3819,3819,0.0,0.0,0.0,63.92990112304688,-7487.0,1,0,0,0,Normal
3820,3820,3820,0.0,0.0,0.0,59.78142166137695,-7487.0,1,0,0,0,Normal
3821,3821,3821,0.0,0.0,0.0,56.02547454833984,-7487.0,1,0,0,0,Normal
3822,3822,3822,0.0,0.0,0.0,50.0471076965332,-7487.0,1,0,0,0,Normal
3823,3823,3823,0.0,0.0,0.0,45.37587356567383,-7487.0,1,0,0,0,Normal
3824,3824,3824,0.0,0.0,0.0,39.32186126708984,-7487.0,1,0,0,0,Normal
3825,3825,3825,0.0,0.0,0.0,35.81471252441406,-7487.0,1,0,0,0,Normal
3826,3826,3826,0.0,0.0,0.0,32.365257263183594,-7487.0,1,1,0,0,Normal
3827,3827,3827,0.0,0.0,0.0,27.160144805908203,-7487.0,1,1,0,0,Normal
3828,3828,3828,0.0,0.0,0.0,20.345191955566406,-7488.0,1,1,0,0,Normal
3829,3829,3829,0.0,0.0,0.0,15.620977401733398,-7488.0,1,1,0,0,Normal
3830,3830,3830,0.0,0.0,0.0,11.868570327758787,-7488.0,1,1,0,0,Normal
3831,3831,3831,0.0,0.0,0.0,9.035938262939451,-7487.0,1,1,0,0,Normal
3832,3832,3832,0.0,0.0,0.0,-0.1176414415240287,-7487.0,1,1,0,0,Normal
3833,3833,3833,-42.06139373779297,391.1806640625,0.6499999165534973,-0.1358566135168075,-7487.0,1,1,0,0,Normal
3834,3834,3834,21.706771850585938,505.9440307617188,0.824999988079071,-0.1086387634277343,-7487.0,1,1,0,0,Normal
3835,3835,3835,23.49353408813477,513.1635131835938,0.7999998927116394,-0.1745490878820419,-7487.0,1,1,0,0,Normal
3836,3836,3836,103.81342315673828,527.2040405273438,0.824999988079071,-0.1365508884191513,-7487.0,1,1,0,0,Normal
3837,3837,3837,115.87407684326172,568.9395141601562,0.8749998807907104,-0.1049003526568412,-7487.0,1,1,0,0,Normal
3838,3838,3838,126.32906341552734,604.0952758789062,0.9249998927116394,-0.1490554809570312,-7487.0,1,1,0,0,Normal
3839,3839,3839,220.91891479492188,561.0439453125,0.9249998927116394,-0.0772857666015625,-7487.0,1,1,0,0,Normal
3840,3840,3840,226.44821166992188,525.1517333984375,0.8999999165534973,-0.1046142578125,-7487.0,1,1,0,0,Normal
3841,3841,3841,267.290283203125,534.88232421875,0.9499999284744264,-0.1047821044921875,-7488.0,1,1,0,0,Normal
3842,3842,3842,351.038818359375,483.7301635742188,0.8999999165534973,-0.10791015625,-7488.0,1,1,0,0,Normal
3843,3843,3843,378.3473205566406,517.46142578125,0.9749999046325684,-0.172698974609375,-7488.0,1,1,0,0,Normal
3844,3844,3844,377.7557678222656,538.3955078125,1.0249998569488523,-0.1203498840332031,-7488.0,1,1,0,0,Normal
3845,3845,3845,454.9367370605469,563.6758422851562,1.0999999046325684,-0.0818519592285156,-7488.0,1,1,0,0,Normal
3846,3846,3846,513.19970703125,537.5142211914062,1.0749999284744265,-0.1132049486041069,-7488.0,1,1,0,0,Normal
3847,3847,3847,485.2392578125,537.0675048828125,1.0749999284744265,-0.0748519897460937,-7488.0,1,1,0,0,Normal
3848,3848,3848,595.5598754882812,461.1179504394531,1.1249998807907104,-0.1251220703125,-7488.0,1,1,0,0,Normal
3849,3849,3849,662.04443359375,430.7309265136719,1.1249998807907104,-0.1300048679113388,-7488.0,1,1,0,0,Normal
3850,3850,3850,628.6270751953125,487.9435424804688,1.1499998569488523,-0.1256103366613388,-7488.0,1,1,0,0,Normal
3851,3851,3851,666.47509765625,480.1204528808594,1.2249999046325684,-0.165931686758995,-7488.0,1,1,0,0,Normal
3852,3852,3852,736.400390625,439.8096008300781,1.2499998807907104,-0.1001205444335937,-7488.0,1,1,0,0,Normal
3853,3853,3853,795.8102416992188,423.8494567871094,1.3249999284744265,-0.1480102390050888,-7488.0,1,1,0,0,Normal
3854,3854,3854,866.6168823242188,356.14556884765625,1.3249999284744265,-0.1201553270220756,-7488.0,1,1,0,0,Normal
3855,3855,3855,880.3314819335938,383.1281127929688,1.2999998331069946,-0.1130218505859375,-7488.0,1,1,0,0,Normal
3856,3856,3856,877.2288208007812,408.8671875,1.3749998807907104,-0.1222076341509819,-7488.0,1,1,0,0,Normal
3857,3857,3857,962.8485717773438,287.1982116699219,1.4249998331069946,-0.0945816040039062,-7488.0,1,1,0,0,Normal
3858,3858,3858,1000.5758056640624,363.5220336914063,1.4999998807907104,-0.1307525634765625,-7488.0,1,1,0,0,Normal
3859,3859,3859,1022.05322265625,336.86541748046875,1.5249998569488523,-0.0800247192382812,-7488.0,1,1,0,0,Normal
3860,3860,3860,1042.540771484375,311.754150390625,1.4999998807907104,-0.1597671508789062,-7488.0,1,1,0,0,Normal
3861,3861,3861,1110.135986328125,279.4837341308594,1.5749998092651367,-0.16449736058712,-7488.0,1,1,0,0,Normal
3862,3862,3862,1179.4093017578125,247.15293884277344,1.6749998331069946,-0.1146316453814506,-7488.0,1,1,0,0,Normal
3863,3863,3863,1213.9735107421875,195.0108337402344,1.749999761581421,-0.1013336107134819,-7488.0,1,1,0,0,Normal
3864,3864,3864,1231.61181640625,229.3818817138672,1.7249999046325684,-0.1057662889361381,-7488.0,1,1,0,0,Normal
3865,3865,3865,1278.731689453125,235.12852478027344,1.749999761581421,-0.0956497192382812,-7488.0,1,1,0,0,Normal
3866,3866,3866,1318.3060302734375,228.2953338623047,1.8249999284744265,-0.1501693725585937,-7488.0,1,1,0,0,Normal
3867,3867,3867,1343.9244384765625,225.24093627929688,1.8749998807907104,-0.1338958740234375,-7488.0,1,1,0,0,Normal
3868,3868,3868,1396.187255859375,245.1005859375,1.9749999046325684,-0.1207199096679687,-7488.0,1,1,0,0,Normal
3869,3869,3869,1406.0748291015625,221.42596435546875,1.9749999046325684,-0.1752471923828125,-7488.0,1,1,0,0,Normal
3870,3870,3870,1482.060546875,200.35903930664065,2.049999713897705,-0.0984725952148437,-7488.0,1,1,0,0,Normal
3871,3871,3871,1518.8341064453125,199.55018615722656,2.0749998092651367,-0.1446685791015625,-7488.0,1,1,0,0,Normal
3872,3872,3872,1595.459716796875,181.9843597412109,2.174999713897705,-0.1235504001379013,-7488.0,1,1,0,0,Normal
3873,3873,3873,1586.3931884765625,207.9890289306641,2.2249996662139893,-0.1002120971679687,-7488.0,1,1,0,0,Normal
3874,3874,3874,1621.404052734375,212.0092315673828,2.249999761581421,-0.12952421605587,-7488.0,1,1,0,0,Normal
3875,3875,3875,1709.3177490234375,132.7155303955078,2.3249998092651367,-0.1513671725988388,-7488.0,1,1,0,0,Normal
3876,3876,3876,1701.36181640625,138.8605499267578,2.299999713897705,-0.0821456834673881,-7488.0,1,1,0,0,Normal
3877,3877,3877,1782.852783203125,137.15829467773438,2.424999713897705,-0.1346435546875,-7488.0,1,1,0,0,Normal
3878,3878,3878,1752.18798828125,137.23072814941406,2.4499998092651367,-0.1494903564453125,-7488.0,1,1,0,0,Normal
3879,3879,3879,1855.663330078125,140.75596618652344,2.5249998569488525,-0.135345458984375,-7488.0,1,1,0,0,Normal
3880,3880,3880,1880.58154296875,123.4919662475586,2.5999996662139893,-0.1551971435546875,-7488.0,1,1,0,0,Normal
3881,3881,3881,1892.0020751953125,135.48019409179688,2.5749998092651367,-0.101654052734375,-7488.0,1,1,0,0,Normal
3882,3882,3882,1998.036865234375,87.73253631591797,2.6999998092651367,-0.1790008544921875,-7488.0,1,1,0,0,Normal
3883,3883,3883,2008.0089111328125,127.01719665527344,2.749999761581421,-0.134246826171875,-7488.0,1,1,0,0,Normal
3884,3884,3884,2077.282470703125,83.74853515625,2.8499996662139893,-0.1116180419921875,-7488.0,1,1,0,0,Normal
3885,3885,3885,2094.956787109375,98.9118881225586,2.8249998092651367,-0.1493224948644638,-7488.0,1,1,0,0,Normal
3886,3886,3886,2211.04833984375,57.8404541015625,2.9749996662139893,-0.1549987643957138,-7488.0,1,1,0,0,Normal
3887,3887,3887,2115.05810546875,56.65732955932617,2.874999761581421,-0.1748504489660263,-7488.0,1,1,0,0,Normal
3888,3888,3888,2182.979248046875,31.473609924316406,2.9749996662139893,-0.10711669921875,-7488.0,1,1,0,0,Normal
3889,3889,3889,2256.272705078125,19.690624237060547,3.0749998092651367,-0.1268462985754013,-7488.0,1,1,0,0,Normal
3890,3890,3890,2207.26953125,-2.1006553173065186,3.049999713897705,-0.20758056640625,-7488.0,1,1,0,0,Normal
3891,3891,3891,2447.3720703125,-93.09282684326172,3.299999952316284,-0.170074462890625,-7488.0,1,1,0,0,Normal
3892,3892,3892,2378.4970703125,-44.9588508605957,3.249999761581421,-0.1501922458410263,-7488.0,1,1,0,0,Normal
3893,3893,3893,2507.832275390625,-130.28890991210938,3.374999761581421,-0.1488952487707138,-7488.0,1,1,0,0,Normal
3894,3894,3894,2536.444580078125,-143.72586059570312,3.424999713897705,-0.1411590576171875,-7488.0,1,1,0,0,Normal
3895,3895,3895,2548.662109375,-176.15322875976562,3.4499998092651367,-0.1827850341796875,-7488.0,1,1,0,0,Normal
3896,3896,3896,2598.4140625,-228.2108459472656,3.499999523162842,-0.1439056396484375,-7488.0,1,1,0,0,Normal
3897,3897,3897,2623.368408203125,-284.3611145019531,3.5749995708465576,-0.1591033935546875,-7488.0,1,1,0,0,Normal
3898,3898,3898,2597.761962890625,-298.67938232421875,3.5749995708465576,-0.1245269700884819,-7488.0,1,1,0,0,Normal
3899,3899,3899,2763.061767578125,-430.86370849609375,3.7749996185302734,-0.110382080078125,-7488.0,1,1,0,0,Normal
3900,3900,3900,2759.657470703125,-449.90240478515625,3.749999761581421,-0.1620635986328125,-7488.0,1,1,0,0,Normal
3901,3901,3901,2757.447998046875,-493.62982177734375,3.8249998092651367,-0.1413421481847763,-7488.0,1,1,0,0,Normal
3902,3902,3902,2790.2861328125,-512.23388671875,3.849999904632568,-0.1668853610754013,-7488.0,1,1,0,0,Normal
3903,3903,3903,2891.069091796875,-575.7244262695312,3.974999666213989,-0.1618652194738388,-7488.0,1,1,0,0,Normal
3904,3904,3904,2799.292236328125,-543.9248046875,3.8999996185302734,-0.1319122314453125,-7488.0,1,1,0,0,Normal
3905,3905,3905,3013.2451171875,-619.294921875,4.174999713897705,-0.1824035495519638,-7488.0,1,1,0,0,Normal
3906,3906,3906,2981.155517578125,-586.0103759765625,4.09999942779541,-0.1521759033203125,-7488.0,1,1,0,0,Normal
3907,3907,3907,2978.970458984375,-594.4371337890625,4.124999523162842,-0.13250732421875,-7488.0,1,1,0,0,Normal
3908,3908,3908,3091.778076171875,-642.752197265625,4.274999618530273,-0.1781005710363388,-7488.0,1,1,0,0,Normal
3909,3909,3909,3087.045654296875,-634.9049682617188,4.274999618530273,-0.11016845703125,-7488.0,1,1,0,0,Normal
3910,3910,3910,3118.833251953125,-663.9639892578125,4.34999942779541,-0.145782470703125,-7488.0,1,1,0,0,Normal
3911,3911,3911,3208.328369140625,-715.2369384765625,4.399999618530273,-0.1377105563879013,-7488.0,1,1,0,0,Normal
3912,3912,3912,3204.621826171875,-702.053466796875,4.4499993324279785,-0.159698486328125,-7488.0,1,1,0,0,Normal
3913,3913,3913,3208.94384765625,-713.027587890625,4.47499942779541,-0.1591949313879013,-7488.0,1,1,0,0,Normal
3914,3914,3914,3158.431640625,-675.722900390625,4.399999618530273,-0.1346435546875,-7488.0,1,1,0,0,Normal
3915,3915,3915,3259.118408203125,-703.87646484375,4.524999618530273,-0.1611938327550888,-7488.0,1,1,0,0,Normal
3916,3916,3916,3170.721923828125,-658.2174072265625,4.424999237060547,-0.1435699462890625,-7488.0,1,1,0,0,Normal
3917,3917,3917,3246.9609375,-705.4700927734375,4.499999523162842,-0.1506957858800888,-7489.0,1,1,0,0,Normal
3918,3918,3918,3206.131103515625,-652.893310546875,4.424999237060547,-0.154754638671875,-7488.0,1,1,0,0,Normal
3919,3919,3919,3202.726806640625,-679.8759155273438,4.4499993324279785,-0.1433563232421875,-7488.0,1,1,0,0,Normal
3920,3920,3920,3118.350341796875,-612.027099609375,4.324999809265137,-0.1686858981847763,-7488.0,1,1,0,0,Normal
3921,3921,3921,3145.71923828125,-633.3475952148438,4.34999942779541,-0.1626281589269638,-7488.0,1,1,0,0,Normal
3922,3922,3922,3188.734375,-665.2919921875,4.4499993324279785,-0.1795654296875,-7488.0,1,1,0,0,Normal
3923,3923,3923,3202.07470703125,-634.6513671875,4.424999237060547,-0.10626220703125,-7488.0,1,1,0,0,Normal
3924,3924,3924,3240.634765625,-652.3379516601562,4.47499942779541,-0.186859130859375,-7488.0,1,1,0,0,Normal
3925,3925,3925,3199.116943359375,-688.6648559570312,4.47499942779541,-0.1327056735754013,-7488.0,1,1,0,0,Normal
3926,3926,3926,3190.8349609375,-638.6474609375,4.399999618530273,-0.1418914645910263,-7489.0,1,1,0,0,Normal
3927,3927,3927,3289.131103515625,-683.618408203125,4.524999618530273,-0.17626953125,-7488.0,1,1,0,0,Normal
3928,3928,3928,3162.24658203125,-640.1928100585938,4.399999618530273,-0.14417265355587,-7488.0,1,1,0,0,Normal
3929,3929,3929,3256.619140625,-689.3770751953125,4.499999523162842,-0.1972274780273437,-7489.0,1,1,0,0,Normal
3930,3930,3930,3203.583740234375,-653.6538696289062,4.424999237060547,-0.1259994506835937,-7488.0,1,1,0,0,Normal
3931,3931,3931,3147.7353515625,-650.45458984375,4.374999523162842,-0.1473312228918075,-7488.0,1,1,0,0,Normal
3932,3932,3932,3223.298583984375,-644.1768188476562,4.4499993324279785,-0.1324615478515625,-7488.0,1,1,0,0,Normal
3933,3933,3933,3180.0419921875,-634.16845703125,4.399999618530273,-0.1553192138671875,-7488.0,1,1,0,0,Normal
3934,3934,3934,3228.984619140625,-668.0567016601562,4.47499942779541,-0.1271362155675888,-7488.0,1,1,0,0,Normal
3935,3935,3935,3183.4462890625,-685.9002075195312,4.399999618530273,-0.160499557852745,-7488.0,1,1,0,0,Normal
3936,3936,3936,3175.5751953125,-661.320068359375,4.399999618530273,-0.18817900121212,-7488.0,1,1,0,0,Normal
3937,3937,3937,3228.380859375,-709.4419555664062,4.499999523162842,-0.1556472778320312,-7489.0,1,1,0,0,Normal
3938,3938,3938,3183.651611328125,-704.818115234375,4.399999618530273,-0.1508026123046875,-7489.0,1,1,0,0,Normal
3939,3939,3939,3251.500244140625,-719.7037963867188,4.524999618530273,-0.13611601293087,-7487.0,1,1,0,0,Normal
3940,3940,3940,3159.940673828125,-675.4813842773438,4.399999618530273,-0.1597900390625,-7487.0,1,1,0,0,Normal
3941,3941,3941,3252.0556640625,-676.314453125,4.524999618530273,-0.1885604858398437,-7487.0,1,1,0,0,Normal
3942,3942,3942,3205.84130859375,-685.2120361328125,4.47499942779541,-0.1234054565429687,-7487.0,1,1,0,0,Normal
3943,3943,3943,3153.433349609375,-612.75146484375,4.34999942779541,-0.1247100830078125,-7487.0,1,1,0,0,Normal
3944,3944,3944,0.0,0.0,0.0,-134.39683532714844,-7487.0,1,1,0,0,Normal
3945,3945,3945,0.0,0.0,0.0,179.47491455078125,-7487.0,1,1,0,0,Normal
3946,3946,3946,0.0,0.0,0.0,174.79896545410156,-7487.0,1,1,0,0,Normal
3947,3947,3947,0.0,0.0,0.0,45.0,-7489.0,1,1,0,0,FDIA
3948,3948,3948,0.0,0.0,0.0,45.0,-7487.0,1,1,0,0,FDIA
3949,3949,3949,0.0,0.0,0.0,45.0,-7487.0,1,1,0,0,FDIA
3950,3950,3950,0.0,0.0,0.0,45.0,-7487.0,1,1,0,0,FDIA
3951,3951,3951,0.0,0.0,0.0,45.0,-7487.0,1,1,0,0,FDIA
3952,3952,3952,0.0,0.0,0.0,45.0,-7487.0,1,1,0,0,FDIA
3953,3953,3953,0.0,0.0,0.0,45.0,-7487.0,1,1,0,0,FDIA
3954,3954,3954,0.0,0.0,0.0,45.0,-7487.0,1,1,0,0,FDIA
3955,3955,3955,0.0,0.0,0.0,45.0,-7487.0,1,1,0,0,FDIA
3956,3956,3956,0.0,0.0,0.0,45.0,-7487.0,1,1,0,0,FDIA
3957,3957,3957,0.0,0.0,0.0,45.0,-7487.0,1,1,0,0,FDIA
3958,3958,3958,0.0,0.0,0.0,45.0,-7487.0,1,1,0,0,FDIA
3959,3959,3959,0.0,0.0,0.0,45.0,-7487.0,1,1,0,0,FDIA
3960,3960,3960,0.0,0.0,0.0,45.0,-7487.0,1,1,0,0,FDIA
3961,3961,3961,0.0,0.0,0.0,45.0,-7487.0,1,1,0,0,FDIA
3962,3962,3962,0.0,0.0,0.0,45.0,-7487.0,1,1,0,0,FDIA
3963,3963,3963,0.0,0.0,0.0,45.0,-7487.0,1,1,0,0,FDIA
3964,3964,3964,0.0,0.0,0.0,45.0,-7487.0,1,1,0,0,FDIA
3965,3965,3965,0.0,0.0,0.0,45.0,-7487.0,1,1,0,0,FDIA
3966,3966,3966,0.0,0.0,0.0,45.0,-7487.0,1,1,0,0,FDIA
3967,3967,3967,0.0,0.0,0.0,45.0,-7487.0,1,1,0,0,FDIA
3968,3968,3968,0.0,0.0,0.0,45.0,-7487.0,1,1,0,0,FDIA
3969,3969,3969,0.0,0.0,0.0,45.0,-7487.0,1,1,0,0,FDIA
3970,3970,3970,0.0,0.0,0.0,45.0,-7487.0,1,1,0,0,FDIA
3971,3971,3971,0.0,0.0,0.0,45.0,-7487.0,1,1,0,0,FDIA
3972,3972,3972,0.0,0.0,0.0,45.0,-7487.0,1,1,0,0,FDIA
3973,3973,3973,0.0,0.0,0.0,45.0,-7487.0,1,1,0,0,FDIA
3974,3974,3974,0.0,0.0,0.0,45.0,-7487.0,1,1,0,0,FDIA
3975,3975,3975,0.0,0.0,0.0,45.0,-7487.0,1,1,0,0,FDIA
3976,3976,3976,0.0,0.0,0.0,45.0,-7487.0,1,1,0,0,FDIA
3977,3977,3977,0.0,0.0,0.0,45.0,-7487.0,1,1,0,0,FDIA
3978,3978,3978,0.0,0.0,0.0,45.0,-7487.0,1,1,0,0,FDIA
3979,3979,3979,0.0,0.0,0.0,45.0,-7487.0,1,1,0,0,FDIA
3980,3980,3980,0.0,0.0,0.0,45.0,-7487.0,1,1,0,0,FDIA
3981,3981,3981,0.0,0.0,0.0,45.0,-7487.0,1,1,0,0,FDIA
3982,3982,3982,0.0,0.0,0.0,45.0,-7487.0,1,1,0,0,FDIA
3983,3983,3983,0.0,0.0,0.0,45.0,-7487.0,1,1,0,0,FDIA
3984,3984,3984,0.0,0.0,0.0,45.0,-7487.0,1,1,0,0,FDIA
3985,3985,3985,0.0,0.0,0.0,45.0,-7487.0,1,1,0,0,FDIA
3986,3986,3986,0.0,0.0,0.0,45.0,-7487.0,1,1,0,0,FDIA
3987,3987,3987,-87.64802551269531,356.4473876953125,0.5999999046325684,45.0,-7487.0,1,1,1,0,FDIA
3988,3988,3988,55.631141662597656,401.5632019042969,0.6499999165534973,45.0,-7487.0,1,1,1,0,FDIA
3989,3989,3989,88.5655517578125,427.4109191894531,0.6999999284744263,45.0,-7487.0,1,1,0,0,FDIA
3990,3990,3990,136.51844787597656,471.2952575683594,0.7999998927116394,45.0,-7487.0,1,1,0,0,FDIA
3991,3991,3991,211.22450256347656,533.3129272460938,0.8999999165534973,45.0,-7487.0,1,1,0,0,FDIA
3992,3992,3992,136.78404235839844,514.56396484375,0.7999998927116394,45.0,-7487.0,1,1,0,0,FDIA
3993,3993,3993,212.1058044433593,502.0686645507813,0.8499999046325684,45.0,-7487.0,1,1,0,0,FDIA
3994,3994,3994,267.2419738769531,583.0404663085938,0.9249998927116394,45.0,-7487.0,1,1,0,0,FDIA
3995,3995,3995,305.0054931640625,466.3575439453125,0.8749998807907104,45.0,-7487.0,1,1,0,0,FDIA
3996,3996,3996,295.1903686523437,525.2724609375,0.9249998927116394,45.0,-7487.0,1,1,0,0,FDIA
3997,3997,3997,363.92041015625,548.3313598632812,1.0249998569488523,45.0,-7487.0,1,1,0,0,FDIA
3998,3998,3998,360.7211608886719,594.4733276367188,1.0249998569488523,45.0,-7487.0,1,1,0,0,FDIA
3999,3999,3999,483.17486572265625,492.22943115234375,1.0499999523162842,45.0,-7487.0,1,1,0,0,FDIA
4000,4000,4000,463.52044677734375,458.77587890625,0.9749999046325684,45.0,-7487.0,1,1,0,0,FDIA
4001,4001,4001,442.4897766113281,573.81689453125,1.0749999284744265,45.0,-7487.0,1,1,0,0,FDIA
4002,4002,4002,582.5575561523438,447.7896728515625,1.0749999284744265,45.0,-7487.0,1,1,0,0,FDIA
4003,4003,4003,611.6165771484375,442.1517333984375,1.0999999046325684,45.0,-7487.0,1,1,0,0,FDIA
4004,4004,4004,586.0828247070312,542.4881591796875,1.1749999523162842,45.0,-7487.0,1,1,0,0,FDIA
4005,4005,4005,739.2858276367188,400.4162902832031,1.2249999046325684,45.0,-7487.0,1,1,0,0,FDIA
4006,4006,4006,734.2634887695312,473.4683837890625,1.2499998807907104,45.0,-7487.0,1,1,0,0,FDIA
4007,4007,4007,770.98876953125,388.5125427246094,1.2249999046325684,45.0,-7487.0,1,1,0,0,FDIA
4008,4008,4008,853.2523803710938,384.794189453125,1.3499999046325684,45.0,-7487.0,1,1,0,0,FDIA
4009,4009,4009,882.1423950195312,348.3465881347656,1.3249999284744265,45.0,-7487.0,1,1,0,0,FDIA
4010,4010,4010,933.8258056640624,329.9718933105469,1.3999998569488523,45.0,-7487.0,1,1,0,0,FDIA
4011,4011,4011,944.4860229492188,312.1283874511719,1.3749998807907104,45.0,-7487.0,1,1,0,0,FDIA
4012,4012,4012,962.5467529296876,319.1305847167969,1.4249998331069946,45.0,-7487.0,1,1,0,0,FDIA
4013,4013,4013,995.9761352539062,278.7593688964844,1.4499999284744265,45.0,-7487.0,1,1,0,0,FDIA
4014,4014,4014,1094.3326416015625,327.8712463378906,1.6249998807907104,45.0,-7487.0,1,1,0,0,FDIA
4015,4015,4015,1120.73583984375,324.8892822265625,1.649999976158142,45.0,-7487.0,1,1,0,0,FDIA
4016,4016,4016,1108.771728515625,317.6335754394531,1.5999997854232788,45.0,-7487.0,1,1,0,0,FDIA
